name,body_group,force,muscle_group,equipment,description,steps,grip,video_link
Glutes Stretch Variation Two,Lower Body,Unknown,Glutes,Stretches,"Sit on the ground and lay one leg flat and the other over the top., Hold your leg with the same side arm and slowly rotate your hips and back., Hold at the peak of the stretch, then slowly return to starting position., Switch sides and repeat.","Sit on the ground and lay one leg flat and the other over the top., Hold your leg with the same side arm and slowly rotate your hips and back., Hold at the peak of the stretch, then slowly return to starting position., Switch sides and repeat.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-glutes-stretch-variation-2-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-glutes-stretch-variation-2-side.mp4#t=0.1"
Glutes Stretch Variation One,Lower Body,Unknown,Glutes,Stretches,"On your front, place one leg forward and then stretch out the same side arm across the mat/floor., Fully extend your leg and arm., Hold at the peak of the stretch, then slowly return to starting position., Switch sides and repeat.","On your front, place one leg forward and then stretch out the same side arm across the mat/floor., Fully extend your leg and arm., Hold at the peak of the stretch, then slowly return to starting position., Switch sides and repeat.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-glutes-stretch-variation-1-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-glutes-stretch-variation-1-side.mp4#t=0.1"
Cable Hip Abduction,Lower Body,Unknown,Glutes,Cable,"Use an ankle attachment. Cable should be set all the way to the bottom., Face sideways with the ankle attachment on your outside leg. Walk a few steps away., Abduct at the hips and raise your leg out to the side., Return to the starting position and stop just short of your foot touching back to the ground (to keep tension on the muscle).","Use an ankle attachment. Cable should be set all the way to the bottom., Face sideways with the ankle attachment on your outside leg. Walk a few steps away., Abduct at the hips and raise your leg out to the side., Return to the starting position and stop just short of your foot touching back to the ground (to keep tension on the muscle).",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-cable-hip-abduction-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-cable-hip-abduction-side.mp4#t=0.1"
Cable Glute Kickback,Lower Body,Unknown,Glutes,Cable,"Use an ankle attachment. The cable should be set to the bottom of the crossover machine., Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes., Then flex at the hips until you are back into your original position.","Use an ankle attachment. The cable should be set to the bottom of the crossover machine., Push your ankle straight back, extending at the hip. Hold for a one count when you feel a contraction in your glutes., Then flex at the hips until you are back into your original position.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-cable-glute-kickbacks-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-cable-glute-kickbacks-side.mp4#t=0.1"
Band Glute Kickback,Lower Body,Unknown,Glutes,Band,"Get into a quadruped position. Loop the band around both of your wrists and one of your feet., Extend your knee and hip straight back until you feel like contraction in the glutes., Flex at the knee until back in the starting position.","Get into a quadruped position. Loop the band around both of your wrists and one of your feet., Extend your knee and hip straight back until you feel like contraction in the glutes., Flex at the knee until back in the starting position.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-band-kickback-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-band-kickback-side.mp4#t=0.1"
Dumbbell Hip Thrust,Lower Body,Unknown,Glutes,Dumbbell,"Place your shoulder blades against a box or bench that wont move., Both your feet should be planted and your heels should not come off the floor. Point your toes forward., Break at the hips. Seek the longest range of motion possible. Focus on the top end of the movement. Push your hips as high as possible on each rep.","Place your shoulder blades against a box or bench that wont move., Both your feet should be planted and your heels should not come off the floor. Point your toes forward., Break at the hips. Seek the longest range of motion possible. Focus on the top end of the movement. Push your hips as high as possible on each rep.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-hip-thrust-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-hip-thrust-side.mp4#t=0.1"
Barbell Glute Bridge,Lower Body,Push,Glutes,Barbell,"Lie on your back on the floor with your knees bent and your feet flat on the ground. Place a barbell across your hips and grasp it with both hands., Keeping your arms straight, push through your heels to lift your hips off the ground and raise the barbell., Hold the bridge position for a moment, then slowly lower your hips back to the starting position.","Lie on your back on the floor with your knees bent and your feet flat on the ground. Place a barbell across your hips and grasp it with both hands., Keeping your arms straight, push through your heels to lift your hips off the ground and raise the barbell., Hold the bridge position for a moment, then slowly lower your hips back to the starting position.",Overhand Mixed,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-glute-bridge-side.mp4#t=0.1"
Dumbbell Figure Four Glute Bridge,Lower Body,Push,Glutes,Dumbbell,"Lay flat on the ground with one leg crossed over the other and your heel planted on the ground., Push your hips toward the ceiling and hold for a second.","Lay flat on the ground with one leg crossed over the other and your heel planted on the ground., Push your hips toward the ceiling and hold for a second.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-figure-four-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-figure-four-glute-bridge-side.mp4#t=0.1"
Dumbbell Figure Four Hip Thrust,Lower Body,Push,Glutes,Dumbbell,"Put your shoulder blades on a bench and cross one leg over the other., Start with your hips up., Drop your hips and then push your hips up toward the ceiling.","Put your shoulder blades on a bench and cross one leg over the other., Start with your hips up., Drop your hips and then push your hips up toward the ceiling.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-figure-four-hip-thrust-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-figure-four-hip-thrust-side.mp4#t=0.1"
Dumbbell Single Leg Glute Bridge,Lower Body,Push,Glutes,Dumbbell,"Start by lying on your back with your feet flat on the ground and a dumbbell on your hips., Lift one leg off the ground and engage your glutes to raise your hips up towards the ceiling., From this starting position, slowly lower your hips back down to the starting position.","Start by lying on your back with your feet flat on the ground and a dumbbell on your hips., Lift one leg off the ground and engage your glutes to raise your hips up towards the ceiling., From this starting position, slowly lower your hips back down to the starting position.",Overhand Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-leg-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-leg-glute-bridge-side.mp4#t=0.1"
Dumbbell Single Leg Hip Thrust,Lower Body,Push,Glutes,Dumbbell,"Start by lying on a bench with your feet flat on the ground and a dumbbell on your hips., Lift one leg off the ground and engage your glutes to raise your hips up towards the ceiling., From this starting position, slowly lower your hips back down to the starting position.","Start by lying on a bench with your feet flat on the ground and a dumbbell on your hips., Lift one leg off the ground and engage your glutes to raise your hips up towards the ceiling., From this starting position, slowly lower your hips back down to the starting position.",Overhand Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-leg-hip-thrust-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-leg-hip-thrust-side.mp4#t=0.1"
Dumbbell Staggered Glute Bridge,Lower Body,Push,Glutes,Dumbbell,"Start by lying on your back with your feet on the ground and a dumbbell in each hand., Place one foot on the ground and the other slightly in front, with your knees bent., From this starting position, raise your hips up off the ground by pushing through your heels and squeezing your glutes.","Start by lying on your back with your feet on the ground and a dumbbell in each hand., Place one foot on the ground and the other slightly in front, with your knees bent., From this starting position, raise your hips up off the ground by pushing through your heels and squeezing your glutes.",Overhand Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-staggered-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-staggered-glute-bridge-side.mp4#t=0.1"
Dumbbell Staggered Hip thrust,Lower Body,Push,Glutes,Dumbbell,"Start by lying on your back on a bench with your feet on the ground and a dumbbell on your hips., Place one foot on the ground and the other slightly in front, with your knees bent., From this starting position, raise your hips up off the ground by pushing through your heels and squeezing your glutes.","Start by lying on your back on a bench with your feet on the ground and a dumbbell on your hips., Place one foot on the ground and the other slightly in front, with your knees bent., From this starting position, raise your hips up off the ground by pushing through your heels and squeezing your glutes.",Overhand Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-staggered-hip-thrust-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-staggered-hip-thrust-side.mp4#t=0.1"
Plate Clean,Lower Body,Unknown,Glutes,Plate,"Stand with feet shoulder-width apart and the plate in front of the feet., Bend the knees and hips to pick up the plate, keeping the back straight and core engaged., Stand up while pulling the plate towards the chest., Keep shoulder level while keeping the elbows high and in front of the plate.","Stand with feet shoulder-width apart and the plate in front of the feet., Bend the knees and hips to pick up the plate, keeping the back straight and core engaged., Stand up while pulling the plate towards the chest., Keep shoulder level while keeping the elbows high and in front of the plate.",Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-plate-clean-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-plate-clean-side.mp4#t=0.1"
Band Hip Abduction,Lower Body,Push,Glutes,Band,"Attach the band around your ankle. Stand with feet hip-width apart, feet facing forward, and hands on hips., Lift your right leg away from your body to the side, keeping your knee straight. This is your starting position., Maintaining proper form, move your right leg as far to the side as you can, keeping your left leg planted firmly on the ground. Hold for a second and then return your right leg to the starting position.","Attach the band around your ankle. Stand with feet hip-width apart, feet facing forward, and hands on hips., Lift your right leg away from your body to the side, keeping your knee straight. This is your starting position., Maintaining proper form, move your right leg as far to the side as you can, keeping your left leg planted firmly on the ground. Hold for a second and then return your right leg to the starting position.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-band-hip-abduction-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-band-hip-abduction-side.mp4#t=0.1"
Band Hip Adduction,Lower Body,Pull,Glutes,Band,"Attach a band to a stable anchor point, such as a door handle or post., Stand with feet shoulder-width apart and place the band around your ankles., Keeping your feet together, move your legs out to the sides and then back to the midline of your body. Repeat for the desired number of repetitions.","Attach a band to a stable anchor point, such as a door handle or post., Stand with feet shoulder-width apart and place the band around your ankles., Keeping your feet together, move your legs out to the sides and then back to the midline of your body. Repeat for the desired number of repetitions.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-band-hip-adduction-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-band-hip-adduction-side.mp4#t=0.1"
Barbell Feet Elevated Figure Four Glute Bridge,Lower Body,Push,Glutes,Barbell,"Start by lying flat on your back with your feet resting on top of a box, the barbell placed over your hips, and cross one leg over the other., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.","Start by lying flat on your back with your feet resting on top of a box, the barbell placed over your hips, and cross one leg over the other., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.",Overhand Mixed,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-feet-elevated-figure-four-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-feet-elevated-figure-four-glute-bridge-side.mp4#t=0.1"
Barbell Feet Elevated Glute Bridge,Lower Body,Push,Glutes,Barbell,"Start by lying flat on your back with your feet resting on top of a box, the barbell placed over your hips., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.","Start by lying flat on your back with your feet resting on top of a box, the barbell placed over your hips., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.",Overhand Mixed,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-feet-elevated-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-feet-elevated-glute-bridge-side.mp4#t=0.1"
Barbell Feet Elevated Single Leg Glute Bridge,Lower Body,Push,Glutes,Barbell,"Start by lying flat on your back with your feet resting on top of a box, the barbell placed over your hips. Raise one leg up and off the box., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.","Start by lying flat on your back with your feet resting on top of a box, the barbell placed over your hips. Raise one leg up and off the box., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.",Overhand Mixed,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-feet-elevated-single-leg-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-feet-elevated-single-leg-glute-bridge-side.mp4#t=0.1"
Barbell Feet Elevated Staggered Glute Bridge,Lower Body,Push,Glutes,Barbell,"Start by lying flat on your back with your feet resting on top of a box, the barbell placed over your hips. Place one foot about 6-9 inches in front of the other., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.","Start by lying flat on your back with your feet resting on top of a box, the barbell placed over your hips. Place one foot about 6-9 inches in front of the other., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.",Overhand Mixed,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-feet-elevated-staggered-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-feet-elevated-staggered-glute-bridge-side.mp4#t=0.1"
Bodyweight Feet Elevated Figure Four Glute Bridge,Lower Body,Push,Glutes,Bodyweight,"Start by lying on your back with your knees bent and feet on top of a sturdy box, bench or elevated surface., Drive through your heels to lift your hips off the floor, making sure to keep your feet and knees pointing forward.","Start by lying on your back with your knees bent and feet on top of a sturdy box, bench or elevated surface., Drive through your heels to lift your hips off the floor, making sure to keep your feet and knees pointing forward.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-feet-elevated-figure-four-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-feet-elevated-figure-four-glute-bridge-side.mp4#t=0.1"
Bodyweight Feet Elevated Glute Bridge,Lower Body,Push,Glutes,Bodyweight,"Start by lying on your back with your knees bent and feet on top of a sturdy box, bench or elevated surface., Drive through your heels to lift your hips off the floor, making sure to keep your feet and knees pointing forward.","Start by lying on your back with your knees bent and feet on top of a sturdy box, bench or elevated surface., Drive through your heels to lift your hips off the floor, making sure to keep your feet and knees pointing forward.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-feet-elevated-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-feet-elevated-glute-bridge-side.mp4#t=0.1"
Bodyweight Feet Elevated Single Leg Glute Bridge,Lower Body,Push,Glutes,Bodyweight,"Start by lying on your back with your knees bent and feet on top of a sturdy box, bench or elevated surface. Lift one leg off the box., Drive through your heel to lift your hips off the floor, making sure to keep your feet and knees pointing forward.","Start by lying on your back with your knees bent and feet on top of a sturdy box, bench or elevated surface. Lift one leg off the box., Drive through your heel to lift your hips off the floor, making sure to keep your feet and knees pointing forward.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-feet-elevated-single-leg-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-feet-elevated-single-leg-glute-bridge-side.mp4#t=0.1"
Bodyweight Feet Elevated Staggered Glute Bridge,Lower Body,Push,Glutes,Bodyweight,"Start by lying on your back with your knees bent and feet in a staggered position on the box., Drive through your heels to lift your hips off the floor, making sure to keep your feet and knees pointing forward.","Start by lying on your back with your knees bent and feet in a staggered position on the box., Drive through your heels to lift your hips off the floor, making sure to keep your feet and knees pointing forward.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-feet-elevated-staggered-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-feet-elevated-staggered-glute-bridge-side.mp4#t=0.1"
Dumbbell Feet Elevated Figure Four Glute Bridge,Lower Body,Push,Glutes,Dumbbell,"Start by lying flat on your back with your feet resting on top of a box, the dumbbell placed over your hips, and cross one leg over the other., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.","Start by lying flat on your back with your feet resting on top of a box, the dumbbell placed over your hips, and cross one leg over the other., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.",Overhand Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-feet-elevated-figure-four-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-feet-elevated-figure-four-glute-bridge-side.mp4#t=0.1"
Dumbbell Feet Elevated Glute Bridge,Lower Body,Push,Glutes,Dumbbell,"Start by lying on your back with your knees bent and feet on top of a sturdy box, bench or elevated surface. Place a dumbbell over your hips., Drive through your heels to lift your hips off the floor, making sure to keep your feet and knees pointing forward.","Start by lying on your back with your knees bent and feet on top of a sturdy box, bench or elevated surface. Place a dumbbell over your hips., Drive through your heels to lift your hips off the floor, making sure to keep your feet and knees pointing forward.",Overhand Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-feet-elevated-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-feet-elevated-glute-bridge-side.mp4#t=0.1"
Dumbbell Feet Elevated Single Leg Glute Bridge,Lower Body,Push,Glutes,Dumbbell,"Start by lying flat on your back with your feet resting on top of a box, the dumbbell placed over your hips. Raise one leg up and off the box., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.","Start by lying flat on your back with your feet resting on top of a box, the dumbbell placed over your hips. Raise one leg up and off the box., Push through your heels and raise your hips towards the ceiling, keeping your feet flat on the box., Engage your glutes at the top of the movement, pause briefly and then lower your hips back down to the starting position.",Overhand Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-feet-elevated-single-leg-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-feet-elevated-single-leg-glute-bridge-side.mp4#t=0.1"
Dumbbell Feet Elevated Staggered Glute Bridge,Lower Body,Push,Glutes,Dumbbell,"Start by lying on your back with your knees bent and feet in a staggered position on the box., Drive through your heels to lift your hips off the floor, making sure to keep your feet and knees pointing forward.","Start by lying on your back with your knees bent and feet in a staggered position on the box., Drive through your heels to lift your hips off the floor, making sure to keep your feet and knees pointing forward.",Overhand Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-feet-elevated-staggered-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-feet-elevated-staggered-glute-bridge-side.mp4#t=0.1"
Dumbbell Standing Hip Abduction,Lower Body,Push,Glutes,Dumbbell,"Stand with a dumbbell held on the side of your leg., Raise that leg laterally as high as your hip range of motion allows for.","Stand with a dumbbell held on the side of your leg., Raise that leg laterally as high as your hip range of motion allows for.",Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-standing-hip-abduction-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-standing-hip-abduction-side.mp4#t=0.1"
TRX Glute Bridge,Lower Body,Push,Glutes,TRX,"Lie on your back with your feet in the foot cradles of the TRX straps, with your knees bent and feet flat on the ground., Place your arms by your sides with your palms facing down., Drive your hips up towards the ceiling, squeezing your glutes and hamstrings at the top of the movement.","Lie on your back with your feet in the foot cradles of the TRX straps, with your knees bent and feet flat on the ground., Place your arms by your sides with your palms facing down., Drive your hips up towards the ceiling, squeezing your glutes and hamstrings at the top of the movement.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-trx-glute-bridge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-trx-glute-bridge-side.mp4#t=0.1"
Barbell Deadlift,Lower Body,Pull,Lower Back,Barbell,"Ty's TipsMy Deadlift, Not YoursThe deadlift involves many muscles, all of your limbs, and every loadbearing joint (ankles, knees, hips and shoulders) in your body. There are a lot of variables at play. So having hardandfast rules about deadlift form is nearly impossible.Your body is your body. That seems like an obvious fact, yet it’s one that’s often overlooked when it comes to form.For example, two people who are the same height may have totally different torso and femur lengths.A person who has a short torso and long femurs will have a more hipdominant pull, meaning that their butt will be higher in the air and most of the force will come from their glutes and hamstrings. Meanwhile, a person who has a long torso and short femurs would be able to get lower and involve their quads a bit more.Detailed How To#1. Your stanceConventional Deadlift Foot Placement: You can start with your feet shoulderwidth apart. If you’re not sure where this is, try this: Jump in the air 23 times. Where your feet land naturally is the proper stance for the conventional deadlift. Your toes should point forward or outward slightly.Set up so that the bar is about an inch to an inchandahalf from your shins. When you look down at the bar, it should be positioned right about the middle of your foot, blocking the laces of your shoes from view.#2. Your gripFiguring out where to place your hands is quite simple. Just take a shoulderwidth grip.Choosing how to grip the bar is a little more complicated, and may change throughout your workout. There are three main options:Option #1: The doubleoverhand grip. This is the “best” grip most of the time. As you increase the amount of weight you can deadlift, you’ll eventually reach a weight where your grip strength becomes an issue. That’s when mixed grip comes in…Option #2: The mixed grip. Also known as “one overhand, one underhand” grip, this style allows you to pull heavier weights more easily. Option #3: The hook grip. This grip is not very popular and for good reason—it hurts, but it’s not without benefits. The idea behind the hook grip is that you can use more weight than a doubleoverhand grip, since your thumbs act as hooks for the bar. But here’s the thing: Much of the weight ends up pulling on your thumbs. The stress this places on the tissue, bones, and joints of your thumbs does not feel good. One way people attempt to eliminate the grip problem altogether is to use straps.Executing the DeadliftYou really only need to think about two things when you pull the bar:Push off the floorKeep everything tight (especially your core and lats)During a conventional deadlift, if you are thinking about “pushing the floor away,” it will help you generate tension throughout your hips and knees.Keeping your core, arms, and lats engaged will help you avoid rounding your spine, which is dangerous. DO NOT ROUND YOUR SPINE.When you reach the top of the rep, known as lockout, be carefulSome people seem to think that “locking out” means “leaning back,” but nothing could be further from the truth. Doing that hyperextends your knees and spine, which can compress those allimportant spinal discs between your vertebrae. DO NOT HYPEREXTEND YOUR SPINE.The goal, really, is to just stand up. ","Stand with your mid-foot under the bar and grip the bar with your hands, about a shoulder width apart., Bend your knees, then lift the bar by straightening your back. It is important to keep your back straight., Stand to your full height and hold., Lower the bar to the floor by bending your knees and keeping your back straight.",Overhand Mixed,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-deadlift-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-deadlift-side.mp4#t=0.1"
Double Pigeon Pose,Lower Body,Hold,Glutes,Yoga,"Sit on the ground with your legs extended in front of you., Place a block under your left knee, then bend your right knee and stack it on top of your left ankle., Flex both feet and gently press your knees towards the ground, feeling a stretch in your hips., Hold the pose for a few breaths, then switch sides and repeat.","Sit on the ground with your legs extended in front of you., Place a block under your left knee, then bend your right knee and stack it on top of your left ankle., Flex both feet and gently press your knees towards the ground, feeling a stretch in your hips., Hold the pose for a few breaths, then switch sides and repeat.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-double-pigeon-pose-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-double-pigeon-pose-side.mp4#t=0.1"
Pigeon Pose,Lower Body,Hold,Glutes,Yoga,"Extend your right leg behind you and place your right ankle on top of your left thigh, with your right knee pointing out to the side., Sitting up straight, use your hands to gently press down on your right knee while at the same time pulling your left buttock back., Hold for 5-10 deep breaths, then release and repeat on the other side.","Extend your right leg behind you and place your right ankle on top of your left thigh, with your right knee pointing out to the side., Sitting up straight, use your hands to gently press down on your right knee while at the same time pulling your left buttock back., Hold for 5-10 deep breaths, then release and repeat on the other side.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-pigeon-pose-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-pigeon-pose-side.mp4#t=0.1"
Reclining Pigeon Pose,Lower Body,Hold,Glutes,Yoga,"Lie down on your back with your knees bent and your feet on the ground., Cross your right ankle over your left knee, creating a figure four shape., Use your hands to gently pull your left knee towards your chest, feeling a stretch in your right hip., Hold the pose for a few breaths, then switch sides and repeat.","Lie down on your back with your knees bent and your feet on the ground., Cross your right ankle over your left knee, creating a figure four shape., Use your hands to gently pull your left knee towards your chest, feeling a stretch in your right hip., Hold the pose for a few breaths, then switch sides and repeat.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-reclining-pigeon-pose-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-reclining-pigeon-pose-side.mp4#t=0.1"
Restful Cow Face Pose Legs,Lower Body,Hold,Glutes,Yoga,"Start in a seated position with your legs extended in front of you., Cross your right leg over your left leg, placing your right foot on the floor beside your left hip., Cross your left leg over your right leg, placing your left foot on the floor beside your right hip., Relax your arms by your sides or place them on your abdomen and take deep breaths.","Start in a seated position with your legs extended in front of you., Cross your right leg over your left leg, placing your right foot on the floor beside your left hip., Cross your left leg over your right leg, placing your left foot on the floor beside your right hip., Relax your arms by your sides or place them on your abdomen and take deep breaths.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-restful-cow-face-pose-legs-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-restful-cow-face-pose-legs-side.mp4#t=0.1"
Standing Figure Four,Lower Body,Hold,Glutes,Yoga,"Begin in a standing position with your feet hip-distance apart., Lift your right foot and place it on your left thigh, just above the knee. Keep your right knee out to the side and your foot flexed., Press your hands together in front of your chest or reach your arms overhead, keeping your shoulders relaxed and away from your ears., Hold the pose for several breaths before releasing and switching sides.","Begin in a standing position with your feet hip-distance apart., Lift your right foot and place it on your left thigh, just above the knee. Keep your right knee out to the side and your foot flexed., Press your hands together in front of your chest or reach your arms overhead, keeping your shoulders relaxed and away from your ears., Hold the pose for several breaths before releasing and switching sides.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-standing-figure-four-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-standing-figure-four-side.mp4#t=0.1"
Half Lotus,Lower Body,Hold,Glutes,Yoga,"Sit on a yoga mat with legs straight in front of you., Bend the right knee and place the right foot on top of the left thigh. Allow the right knee to fall towards the floor., Bring the left foot onto the right thigh. Keep the spine straight and rest hands on the knees., Hold for several breaths and then release.","Sit on a yoga mat with legs straight in front of you., Bend the right knee and place the right foot on top of the left thigh. Allow the right knee to fall towards the floor., Bring the left foot onto the right thigh. Keep the spine straight and rest hands on the knees., Hold for several breaths and then release.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-half-lotus-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-half-lotus-side.mp4#t=0.1"
