name,body_group,force,muscle_group,equipment,description
Biceps curl with prono grip,Upper Body,Push,Arms,Dumbbell,"p style = """" Initial position:  p style = """" Select the right weight in a bar.Stand with the bar using a prone grip and the hands to the width of the shoulders.Contract the pelvic soil and core while keeping your chest raised.Return to the initial position with a gentle movement while inhale. "
BICEPS CURL WITH BAR Z,Upper Body,Push,Arms,SZ-Bar,"Hold the SZ bar at shoulder height, straight back, shoulders slightly backwards, stretched arms.Fold your arms, raising the weight, with a rapid movement.No pause, lower the bar with a slow and controlled movement.

Do not let your body balance during exercise, all the work is done by biceps, which are the only muscles that must move (pay attention to the elbows)."
Biceps curl with dumbbell,Upper Body,Push,Arms,Dumbbell,"Hold two weights, the arms stretched, the hands to the sides, the palms inward.Flex your arms and raise the weight with a fast movement.At the same time, turn the arms 90 degrees at the beginning of the movement.At the highest point, we turn the weights outwards.Without pause, handle them slowly. Do not allow your body to balance during exercise, all the work is done by biceps, which are the only muscles that must move (pay attention to the elbows)."
Inverse preacher curl,Upper Body,Push,Arms,SZ-Bar,Sitting upside down on a biceps bank with a narrow grip
Reverse curls with barbell,Upper Body,Push,Arms,Barbell,Reverse curls with reverse curl barbells with barbell
Curl for biceps with handlebar,Upper Body,Push,Arms,Dumbbell,"Taking two dumbbells, the arms are lying, the hands are on the side, the palms facing inwards.Fold the arms and bring the weight with a quick movement upwards.At the same time, rotate the arms of 90 degrees at the beginning of the movement.At the highest point, rotate the weights a little outwards.Without taking breaks, bring them down, slowly.

Do not let the body oscillates during the exercise, all the work is done by the biceps, which are the only muscles that must move (pay attention to the elbows)."
Curl on 45 ° bench,Upper Body,Push,Arms,SZ-Bar,Place the Ez Curl bar on the rest handles in front of the preacher's bench.Place the bench and grab the Ez Curl bar with the palms facing upwards.Sitting on the preacher's bench so that the upper part of the arms resting on the upper part of the padding and the chest is pressed against the padding.Lower the weight until the elbows are extended and the arms are straight.Report the weights to the starting point by contracting the biceps.Repeat
Curl with kettlebell two hands,Upper Body,Push,Arms,Kettlebell,"Stand upright and grip the kettlebell with both hands. Perform the elbow flexion motion, starting from a fully extended position until your hand reaches shoulder height. Spread your legs a little for stability and, to perform the exercise correctly, try not to push with your back or body in general. Change the weight of the kettlebell to adjust the difficulty."
Cycling,Cardio,N/A,Cardio,Bodyweight,"Cycling, also called bicycling or biking, is the use of bicycles for transport, recreation, exercise or sport. People engaged in cycling are referred to as cyclists, bicyclists, or bikers. Apart from two-wheeled bicycles, cycling also includes the riding of unicycles, tricycles, quadracycles, recumbent and similar human-powered vehicles."
Circles with your arm forward,Upper Body,Push,Arms,Bodyweight,OL li Stand with straight back.to the starting position. /li li Continue circulating your arms as described in step 2.
Circles with your arm behind,Upper Body,Push,Arms,Bodyweight,OL li Stand with straight back.and go down to the starting position. /li li Keep circulating your arms as described in step 2.
Arm circles,Upper Body,Push,Arms,Bodyweight,O li Stand with your back straight./li li Keep making circles with your arms as described in step 2. /li /l
Mountain climbing,Upper Body,Push,Chest,Bodyweight," Start Status:   Start in the case of Dik Çınav or high Plank.Eller should be directly below your shoulders. Keep your head in line with your back.:  l li Move a knee towards your body, to your elbows, extend your other leg. li Step 2, continue to repeat by changing the legs.P"
Deadlift Kettlebell,Upper Body,Pull,Back,Kettlebell," Initial position:   Stand a hip wide, with your kettlebell centered between your ankles.Your back must be straight, the head faces forward.   Steps:  l li hinges on the hips and bend the knees a little to put your hand on the handle of kettlebell.Your back must be straight when you make movements. /li li Hold the grip of the kettlebell, with your hands pushing in the opposite direction as if to pull a separate handle. /li li When touching your stomach and glutes,stand tall.:  ul li Make sure you make movements correctly, because doing the opposite can cause injury.For example, do not squat instead of thinking in the hips, don't make your back round when you reach the kettlebell, and don't lean on when standing. /li /ul"
Deadlifts,Upper Body,Pull,Back,Barbell,"Stand firmly, with your feet slightly more than shoulder wide apart. Stand directly behind the bar where it should barely touch your shin, your feet pointing a bit out. Bend down with a straight back, the knees also pointing somewhat out. Grab the bar with a shoulder wide grip, one underhand, one reverse grip.
Pull the weight up. At the highest point make a slight hollow back and pull the bar back. Hold 1 or 2 seconds that position. Go down, making sure the back is not bent. Once down you can either go back again as soon as the weights touch the floor, or make a pause, depending on the weight."
Decline Bench Press Barbell,Upper Body,Push,Chest,Barbell,"Lay down on a decline bench, the bar should be directly above your eyes, the knees are somewhat angled and the feet are firmly on the floor. Concentrate, breath deeply and grab the bar more than shoulder wide. Bring it slowly down till it briefly touches your chest at the height of your nipples. Push the bar up."
Decline Bench Press Dumbbell,Upper Body,Push,Chest,Dumbbell,"Take two dumbbells and sit on a decline bench, the feet are firmly on the floor, the head is resting the bench. Hold the weights next to the chest, at the height of your nipples and press them up till the arms are stretched. Let the weight slowly and controlled down."
Decline Pushups,Upper Body,Push,Chest,Bodyweight,"With your feet raised approximately 30cm on a platform, align your shoulders, elbows and hands, then perform regular pushups. This emphasises the clavicular fibers of the pectoralis major."
Deficit Deadlift,Upper Body,Pull,Back,Barbell,"Preparation
Stand on weight plate, bumper plate, or shallow elevated platform with loaded bar above feet. Squat down and grasp bar with shoulder width or slightly wider overhand or mixed grip.
 
Execution
Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weights to floor by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Repeat.
 
Comments
Throughout lift, keep hips low, shoulders high, arms and back straight. Knees should point same direction as feet throughout movement. Keep bar close to body to improve mechanical leverage. Grip strength and strength endurance often limit ability to perform multiple reps at heavy resistances. Gym chalk, wrist straps, grip work, and mixed grip can be used to enhance grip. Mixed grip indicates one hand holding with overhand grip and other hand holding with underhand grip. Lever barbell jack can be used to lift barbell from floor for easier loading and unloading of weight plates.
Barbell Deficit Deadlift emphasizes building strength through lowest portion of Deadlift. Target muscle is exercised isometrically. Heavy barbell deadlifts significantly engages Latissmus Dorsi. See Barbell Deficit Deadlift under Gluteus Maximus. Also see Deadlift Analysis."
Deficit cross -lifting,Upper Body,Pull,Back,Barbell,"P preparation 
 
 place on a dumbbell slice, a bumper plate or a flat, raised platform with a loaded bar above your feet.SCHOOL THE THE THE THE STATE with shoulder-wide or somewhat wide-handed or mixed handle. 
 
 execution 
 
 Lift the bar by completely stretching out the hips and knees.Pull your shoulders back on the lift when you are rounded.Bring the weights back to the floor by bending your hips backwards as you bend your knees forward.Keep your back straight and your knees in the same direction as your feet.Repeat. 
 
 comments 
 
 keep the hips low when lifting, the shoulders up, your arms and back straight.Throughout the movement, the knees should point in the same direction as the feet.Hold the bar close to the body to improve the mechanical leverage.The handle and strength endurance often restrict the ability to carry out several repetitions in the event of severe resistance.Gymnastics chalk, wrist tapes, grip work and mixed handle can be used to improve the handle.Mixed handle means that a hand with over -handed and the other hand with subtle grips is held.The dumbbell can be lifted from the floor with the lever dumbbell to facilitate the loading and unloading of dumbbell slices. 
 
P lower back 
 "
Stretching of the left shoulder blade,Upper Body,Pull,Back,Bodyweight,"P starting position:   start standing or sitting.Turn your head in one direction, about 45 degrees or directly over your nipple.Place the other hand behind your back or sit on it.Take your closer hand and hold your back of your head.Get your head down slightly.   The steps:  l li After taking the starting position, press your head with a slight force against your hand.Your hand should push back with the same strength so that your head does not move.Keep this position. /li /l"
Stretching of the right shoulder blade,Upper Body,Pull,Back,Bodyweight,"P starting position:   start standing or sitting.Turn your head in one direction, about 45 degrees or directly over your nipple.Place the other hand behind your back or sit on it.Take your closer hand and hold your back of your head.Get your head down slightly.   The steps:  l li After taking the starting position, press your head with a slight force against your hand.Your hand should push back with the same strength so that your head does not move.Keep this position. /li /l"
Diagonal Shoulder Press,Upper Body,Push,Shoulders,Bench,"You sit at the bench press device, back slightly tilted to the back. The bar should be about 20 cm in front of you. Then you push the bar and take it back again, as you would with a bench press.
In this position you strain your chest muscles a lot less, which is nice if you want to train, but your chest hasn't recovered yet.
Here's a link to a girl on a machine specialized for this exercise, to give a better description than my failing words above.
http://www.schnell-online.de/db_imgs/products/img/t-80400.jpg"
Diamond push ups,Upper Body,Push,Chest,Bodyweight,Unavailable
Dips,Upper Body,Push,Chest,Bodyweight," grip the poles in a narrow point and press up.If the arms are not completely over, then the muscles always remain under tension during the entire movement.Now bend your arms and go down as deep as possible, the elbows point backwards.You can stay a few seconds at this point before you continue the exercise. "
Dips,Upper Body,Push,Chest,Bodyweight,"A dip is an upper-body strength exercise. Narrow, shoulder-width dips primarily train the triceps, with major synergists being the anterior deltoid, the pectoralis muscles (sternal, clavicular, and minor), and the rhomboid muscles of the back (in that order).[1] Wide arm training places additional emphasis on the pectoral muscles, similar in respect to the way a wide grip bench press would focus more on the pectorals and less on the triceps."
Dips Between Two Benches,Upper Body,Push,Arms,Bench,"Put two benches so far appart, that you can hold onto one with your hands and are just able to reach the other with your feet. The legs stay during the exercise completely stretched. With your elbows facing back, bend them as much as you can. Push yourself up, but don't stretch out the arms."
Dips between 2 benches,Upper Body,Push,Arms,Bench," put two benches so far that you can put your hands on the edge of one and you can put your feet on the other.The legs remain stretched out during the exercise.Now bend your arms and go down as deep as possible, the elbows point backwards.Raise the body again, but make sure that you don't quite extend your arms. "
Dips on the floor,Upper Body,Push,Arms,Bodyweight," Starting position:   Sit with your hands behind your back, supporting the body.Frs should be heading forward.P l li lift the hips above the ground and straighten your arms. /li li bend your elbows and pull the hips down.li Repeat steps 2 and 3."
Distancer bench inclined barbell,Upper Body,Push,Chest,Incline bench,Inclined bench diverse with scalder distancer bench bench inclined with barbell
Distancer bench inclined barbell,Upper Body,Push,Chest,Incline bench,DIST DISTENSION BRANCH BLACK WITH ROOM DISTENSION BROKING BROKING WITH BOLOGER
Plain bench relaxation with barbell,Upper Body,Push,Chest,Bench,Plain bench relaxation with flat bench stretching barbell with barbell
Slow dissection ahead of the barbells,Upper Body,Push,Shoulders,Barbell,Slow relaxation ahead Lenter Lense Lying Little Boarding
Don't sit on the wall,Lower Body,Push,Legs,Bodyweight,Unavailable
Kneeling and recoil,Lower Body,Push,Legs,Bodyweight,l li Lean on four feet. li Repeat by changing the feet
Lifting of the right lower leg,Lower Body,Push,Calves,Bodyweight,Unavailable
Dominated,Upper Body,Pull,Back,Pull-up bar,"Take the bar with the arms at the shoulders and palms of the hands forward.Try to take your chest, tighten your abdomen and pull with the dorsals to rise up to the bar with your chin trying to keep the rest of the body completely static"
Supine dominate,Upper Body,Pull,Back,Pull-up bar,Exercise in dominated bar to strengthen the musculature related to the pull: dorsals.To a lesser extent the biceps are worked
Double Leg Calf Raise,Lower Body,Push,Legs,Bodyweight,"The double leg heel raise is important to strengthen and create control and stability around the ankle and knee, and provide balance and control for the hip and pelvis."
Rotate,Upper Body,Push,Arms,Bodyweight,"OL li Press: /li/l  1.a Lie on your stomach.Push the belly up until your arms are stretched - keep your back straight.1.d bend your arms until your chest almost touches the ground - keep your back straight.1. Een go up again and go to step 3. OL START = ""2"" li Tighten on your side, keep your back straight and only touch the ground with your hand and foot. /li li Repeat, and alternate with step 2 from them /Li /l"
Dragon squat,Lower Body,Push,Legs,Bodyweight,Start standing with the feet to the width of the hips.Cross the right foot behind you to the left corner and back of the room while bending both knees.Return and repeat alternating the sides.Keep your hips and shoulders forward when you cross your feet and bend your knees.
Sitting on the wall,Lower Body,Push,Legs,Bodyweight,"LO li leaning against the wall, facing forward and with feet firmly planted on the ground, shoulder width and about 2 feet from the wall /li li sliding under the wall, by holding the back pressed, until the feet are onright corner.The knee must be right above the wrist kakinanyeri the front thighs are normal, stop if you feel pain in the knee or knee shell /li"
Dumbbell Bent Over Row,Upper Body,Push,Shoulders,Dumbbell,"&nbsp;Hold&nbsp;your dumbbells&nbsp;at your sides and hinge at the hips until your chest is parallel to the floor, dumbbells hanging below your knees (picture 1). Keeping your elbows close to your body, row both dumbbells towards your hips (oicture 2). Squeeze your shoulder blades down and together and lower under control to the start before repeating. Avoid using momentum from your torso and focus on squeezing your back, hard."
Dumbbell Concentration Curl,Upper Body,Push,Arms,Dumbbell,Sit on bench. Grasp dumbbell between feet. Place back of upper arm to inner thigh. Lean into leg to raise elbow slightly.
Dumbbell Floor Press,Upper Body,Push,Arms,Dumbbell,"Grab your dumbbells and lay flat on your back with your knees bent and your feet flat on the ground (use a bench if you have one). Press the weights up, locking out your elbows (A). Lower them slowly until your upper arms are resting on the floor (B) close to your body. Pause here before explosively pressing back up. Squeeze your chest hard and repeat."
Dumbbell Goblet Squat,Lower Body,Push,Legs,Dumbbell,"Grasp dumbbell with both hands at the sides of the upper plates. Hold dumbbell in front of chest, close to torso. Place feet about shoulderwide apart, keep knees slightly bent.
Squat down until thighs are parallel to floor. Keep back straight, bend and move hips backward to keep knees above feet. Return, keep knees slightly flexed. Repeat.
Keep bodyweight on heels and look ahead or slightly above to keep back straight."
Dumbbell Hang Power Cleans,Upper Body,Pull,Back,Dumbbell,"On your feet, stand tall with your dumbbells, holding them at your sides. Hinge at the hips to lower them to your knees (picture 1). Stand back up with a slight jump, using the momentum to pull the dumbbells up on to your shoulders (picture 2). Stand up straight, then lower under control to your sides and repeat. Keep this fast and explosive; if your heart rate doesn’t hit the roof, you’re doing them wrong."
Dumbbell Incline Curl,Upper Body,Push,Arms,Dumbbell,"With elbows back to sides, raise one dumbbell and rotate forearm until forearm is vertical and palm faces shoulder. Lower to original position and repeat with opposite arm. Continue to alternate between sides."
Dumbbell Lunges Standing,Lower Body,Push,Legs,Dumbbell,.
Dumbbell Lunges Walking,Lower Body,Push,Legs,Dumbbell,"Take two dumbbells in your hands, stand straight, feet about shoulder wide. Take one long step so that the front knee is approximately forming a right angle. The back leg is streched, the knee is low but doesn't touch the ground. ""Complete"" the step by standing up and repeat the movement with the other leg."
Dumbbell Push-Up,Upper Body,Push,Chest,Dumbbell,"Normal Push-ups on Dumbbells, this brings a further range of movement"
Dumbbell Single-leg Hip Thrust,Lower Body,Push,Legs,Barbell,"The single-leg hip thrust is performed by placing your upper back on a weight bench, raising one leg, and extending the hip of the other leg to achieve an isolated contraction of the glute.

By working each side separately, you can fully isolate your glutes unilaterally, providing maximal training stimulus."
Dumbbell Triceps Extension,Upper Body,Push,Arms,Dumbbell,"Position one dumbbell over head with both hands under inner plate (heart shaped grip).
With elbows over head, lower forearm behind upper arm by flexing elbows. Flex wrists at bottom to avoid hitting dumbbell on back of neck. Raise dumbbell over head by extending elbows while hyperextending wrists. Return and repeat."
Dumbbell bicep curl to press,Upper Body,Push,Arms,Dumbbell,"Bend your elbows and lift the dumbbells to your shoulders.

Push the dumbbells over your head while rotating your arms to make your palms face forward. Reverse it to lower down. Repeat the exercise."
Dumbbell close grip bench press,Upper Body,Push,Arms,Dumbbell,"Lie down with your back on a flat bench. Hold a dumbbell in each hand. Raise your arms towards the ceiling with your palms facing each other and dumbbells pressed together.

Slowly lower the dumbbells to your chest, then slowly push them back. Repeat the exercise."
Dumbbell drag curls,Upper Body,Push,Arms,Dumbbell,Hold a dumbbell in each hand with your palms facing forward. Pull your elbows back and lift the dumbbells to your chest height. Slowly lower the dumbbell and repeat the exercise.
Dumbbell farmers carry,Lower Body,Push,Legs,Dumbbell,Grab half your body weight in each hand and walk.
Dumbbell rear delt row,Upper Body,Push,Shoulders,Dumbbell,Hold a dumbbell in each hand. Bend at your hips to make your back almost parallel to the floor. Let your arms hang down. Keep your arms in line with your shoulders. bend and lift your elbows out to the sides until your upper arms are parallel to the floor. Slowly return and repeat
Dumbbell sumo deadlift,Lower Body,Push,Legs,Dumbbell,"Lower your dumbbell to the ground between your legs. Assume a wide stance and with a straight back squat down. With the dumbbell standing upright, grip it by the top of the ‘head’&nbsp;(picture 1).b&nbsp;/bKeeping your chest up and core braced, push the floor away, driving back upwards to a standing position&nbsp;(picture 2). Repeat. If you can easily achieve 20-30 reps, use two dumbbells."
Dumbbell upright-row,Upper Body,Push,Arms,Dumbbell,"Hold a dumbbell in each hand in front of your body. Keep your palms towards your body. Lift you hands straight up until your hands are under your chin, then lower them. Repeat the exercise."
Dumbbell wide bicep curls,Upper Body,Push,Arms,Dumbbell,"Hold a dumbbell in each hand with your hands slightly wider than shoulder-width apart and palms facing forward.

Bend your elbows and lift the dumbbells to your shoulders. Slowly return and repeat."
Sitting on the wall,Lower Body,Push,Legs,Bodyweight,"l li Line on the wall to look forward, the feet are firmly placed on the ground, shoulder wide opened and about 60 cm away from the wall, but the legs up the wall until the legs upright angle and slide down the wall.The knees should be directly on the ankles, the pain of the pain is normal, if you feel pain on the knee or knee cap"
Dynamic side hold,Core,Hold,Abs,Kettlebell,"Sling a rubber band on a kettlebell and lift the kettlebell by the rubber band. Let it hang by your side and stand on one leg, switch leg while continuing hold. Repeat with other hand"
Return,Upper Body,Push,Arms,Bodyweight,"l li Make a normal clan:D The chest almost touches the ground, bend the sleeves, make sure that the back is flat1.E Repeat from step 3  ol start = ""2"" The back is flat, the lower hand is completely extended to support the body and only the lower handAnd rotate your body as well as touching the foot on the ground, and repeat by changing sides in the second step at a time."
Squat,Lower Body,Push,Legs,Barbell,The exercise is performed in a wider position of the legs with a weightlifting dumbbell on the back.After landing on the box for a while to release the legs and then explosive.
A squat on the right foot,Lower Body,Push,Legs,Bodyweight,"l li Stand on one leg, the other leg straight and slightly forward.lift from the squat, straighten the bent knee and keep the other leg straight. /li li repeat /li /l"
Squat in a lunge on the left,Lower Body,Push,Legs,Bodyweight,l li Place your back straight /li li Take a big step forward with your left foot /li li Bring the pan down until you almost touch the floor with the right knee /li liBack up /li li Repeat from step 3. /li /l
Squat in a lunge on the right,Lower Body,Push,Legs,Bodyweight,l li Place your back straight /li li Take a big step forward with your left foot /li li Bring the pan down until you almost touch the floor with the right knee /li liBack up /li li Repeat from step 3. /li /l
Squats,Lower Body,Push,Legs,Barbell,l li stand with legs remotely of the shoulder width. /li li shifting hips back and shielding your knees until you have your thighs in parallel to the ground. /li liOl
EZ-Bar Skullcrusher - NB,Upper Body,Push,Arms,SZ-Bar,"The EZ-bar skullcrusher is a popular exercise targeting the triceps muscles. The EZ-bar is used more often than a straight bar. As for the name, that’s worst-case scenario. The bar should actually come down behind the head. It is usually performed for moderate to high reps as part of an upper body or arms-focused workout. No need to chase a 1RM on this move!"
One -legged squats on the right,Lower Body,Push,Legs,Bodyweight,"Ol li stand on one leg, the other leg is straight and slightly forward./Li li slowly go out of the crouch, stretch the bent knee and hold the other leg straight."
Knee elevations,Core,Hold,Abs,Pull-up bar,The elevation of legs at 90 ° in the bar is a very intense exercise in which all abdominal muscles intervene.
Frontal elevations,Upper Body,Push,Shoulders,Barbell,"To execute the exercise, the lifter stands with the feet separated to the width of the shoulders and weights or resistance mangoes are sustained to the sides with a grip in pronation (above the head).

The movement consists of carrying the arms in front of the body at the height of the eyes and with only a slight flexion of the elbow.This isolates the anterior deltoid muscle (in front of the shoulder) and uses the anterior deltoid to lift the weight.

When lifting it is important to keep the body motionless so that the anterior deltoid is completely used;If the weight cannot be lifted while still, then it is too heavy and a lower weight is needed.It is important to maintain a slight flexion in the elbow when lifting, since keeping the elbow will add tension to the elbow joint and could cause injuries.

You can also use a neutral grip, similar to the one used in the hammer curl.With this variation, the weight rises again to the eye level, but at an angle of 45 degrees from the front of the body.This can be beneficial for people with shoulder injuries, particularly those related to the sleeve of the rotators."
Right calf elevation,Lower Body,Push,Calves,Bodyweight,"lis li Stand on the ground or on the edge of a step to increase the range of movement.Lift one foot, placing the upper part of your calf /li li Lift your heels until you stand /li li Stay in this position for three seconds, then lower your foot without touching the ground withThe heel. /li /te"
Cable front elevation,Upper Body,Push,Shoulders,SZ-Bar,"Return to cable tower, cable between legs, SZ bar"
Anterior tibial elevation,Lower Body,Push,Calves,Bodyweight,"O li Stay right /li li Raise the tip of the feet, relying on the heel./li /te"
Elevated prayer stretch,Upper Body,Pull,Back,Bench,"bStarting position:/b
Kneel in front of a bench, far enough so that your torso can fit between your knees and the bench. With your back straight, place your elbows on the bench, with palms together, hands pointing up.
b/b
bSteps:/b
olliOn exhale, stretch your chest down toward the floor without moving your lower back. At the same time, bring your hands toward your shoulders, keeping palms together and elbows on the bench./liliHold for a few seconds./liliOn inhale, relax your back to return to the starting position./lili4. Repeat./li/ol"
Right calf elevation,Lower Body,Push,Calves,Bodyweight,"OL li Stand on the floor or on the edge of a step to increase the range of movement.Raise one foot, placing the upper part over your calf. /li li Raise the heels until you stand on your toes. /li li Stay in this position for three seconds, then lower the footWithout touching the floor with your heel. /li /l"
Elliptical,Cardio,N/A,Cardio,Bodyweight,"It improves muscle toning, strengthens the leg muscles (quads, glutes, calves), helps vascularisation and increases resistance. The elliptical is also very useful if you aim to lose weight."
Elliptical,Cardio,N/A,Cardio,Bodyweight,"It improves muscle toning, enhances the muscles of the legs (quadriceps, buttocks, calves), helps vascularization and increases resistance.The elliptical is also very useful if you aim for weight loss."
Shrug,Upper Body,Push,Shoulders,Bodyweight, Initial position:   Sit or stand with straight back.and hold for 5 seconds. /li li Loosen the shoulders back to a relaxed position. /li li Repeat. /li /LL
Mountain climbers,Upper Body,Push,Chest,Bodyweight," Starting position:   Start with the standing position of the pumps or the high board. Hands must be directly under your shoulders. Get your head in the extension of the back, facing the ground.The feet must be spread about the width of the hips.   stages:  l li Move a knee to the center of your body, to your elbows, keeping theAnother tense leg. /li li In a quick jump movement, straighten the folded leg and pull the other knee to your body. /li li Repeat step 2 alternating the legs. /li /li  Note:   Throughout the exercise, your back must remain as straight as possible - avoid having a hump or a hoist back. / p"
Yoga Exercise: cow-gatto,Upper Body,Pull,Back,Gym mat,"Start by taking the four -foot position.The hands are under the shoulders.The fingers are open to fan and ensure a stable position.It is better to rest the front weight of the body on the thumbs and indexes.Now place the legs to the width of the hips on the yoga mat.The thighs must be vertically under the sides.Make sure the weight is distributed evenly in your hands and knees.The head is an extension of the spine and the gaze is turned towards the mat.The back is in a neutral position.Inhale deeply and start with the cat.With the next exhalation, round the vertebra back for vertebra.Try to pull yourself as much as possible towards the ceiling.Pull your head towards the chest and tilt the pelvis.Now inhale deeply and move on to the opposite position, that of the cow.Fold your back down, pull your shoulders lightly back and lift your head as much as it is comfortable.The gaze is facing up.Exhale consciously and go back to the cat's position.With the next exhalation, go back to the cow.Repeat the exercise a few times and make sure you are in the flow"
Extension of triceps with barbell,Upper Body,Push,Arms,Barbell,"Place the barbell at the top with a narrow socket.
Lower the forearm behind the upper arm keeping the elbows up.Extend the forearm over the head.Lower and repeat."
Exercise Band Dorsiflexion,Lower Body,Push,Legs,Bodyweight,This exercise uses an exercise band. It targets the Soleus and Tibialis anterior.
Exercise Band Plantarflexion,Lower Body,Push,Legs,Bodyweight,"Banded plantarflexion is a great way to bridge the gap between plantarflexion range of motion and the more strenuous calf raises in weight bearing. This can help strengthen the calf muscles, load the Achilles tendon, and improve plantarflexion range of motion."
Hip extensions,Lower Body,Push,Legs,Bodyweight,"l li Put on all fours /li li Push a step back until it is completely extended, focusing on the gluteal muscles /li li StayA second, then go back to the initial position /li li Repeat, alternating the feet /li / ol"
Triceps extension,Upper Body,Push,Arms,Barbell,Place the bar on the head with a narrow pronation grip.Lower the forearm behind the upper arm with the elbows on the head.Extend the forearm above the head.Low and repeat.
ride a bike,Cardio,N/A,Cardio,Bodyweight,Unavailable
Parachutist in T-position,Upper Body,Pull,Back,Bodyweight,"Lay on your stomach, your legs are more than shoulder width spread, your feet set up.Your arms are stretched out and form a T with your upper body, your palms lie on the floor.Now lift your upper body with the arms and your legs as far as you can.Turn your thumb towards the ceiling and pull your shoulder blades together.While you hold the upper body and all limbs in the air, bring your legs together and then spread it again, you keep it steadily in the air.With the further repetitions you only move your legs open."
Slots,Lower Body,Push,Legs,Bodyweight,"l li Stand up, with your right back /li li take a big step forward with your left leg /li li Go down your pool until your right knee touchesAlmost the floor. /li li Raise your pelvis /li li Return to the standing position, making a step back /li li Repeat the operation by changing the leg each time/li / ol"
Straight front slits,Lower Body,Push,Legs,Bodyweight,l li Stand up with your right back /li li Get a big step forward with your left leg /li li Lower your pool until you almost touch theFloor with your right knee /li li Bring your pool upwards /li li Repeat from step 3. /li / ol
Skipper front slits,Lower Body,Push,Legs,Bodyweight,l li Stand up with your right back /li li Get a big step forward with your left leg /li li Lower your pool until you almost touch theFloor with your right knee /li li Bring your pool upwards /li li Repeat from step 3. /li / ol
Straight side slits,Lower Body,Push,Legs,Bodyweight,"l li Stand straight and make a wide side stride, just greater than the shoulder width /li li bend one knee until your thigh is parallel to the ground.The folded knee must be aligned with the foot /li li Return to the starting position and repeat. /li / ol"
Left side slits,Lower Body,Push,Legs,Bodyweight,"l li Stand straight and make a wide side stride, just greater than the shoulder width /li li bend one knee until your thigh is parallel to the ground.The folded knee must be aligned with the foot /li li Return to the starting position and repeat. /li / ol"
Finger Pushup,Upper Body,Push,Arms,Bodyweight,"1. Hand Positioning:
- Start in a plank position with your hands directly beneath your shoulders.
- Spread your fingers wide apart, placing them firmly on the ground.

2. Finger Placement:
- Gradually lift your palms off the ground, shifting the weight onto your fingers.
- Focus on distributing the load evenly across your fingertips and thumbs.

3. Body Alignment:
- Maintain a straight line from head to heels to engage your core.
- Keep your body in a controlled and stable position throughout the exercise.

4. Lowering Phase:
- Slowly bend your elbows, lowering your chest towards the ground.
- Ensure controlled movement, maintaining stability on your fingertips.

5. Pushing Up:
- Press through your fingertips to straighten your arms, returning to the starting position.
- Emphasize the engagement of your fingers and thumbs throughout the push-up."
Flexions with rotation,Upper Body,Push,Arms,Bodyweight,"ol li Perform a standard decline: /li /ol  1.A lie on the belly down1.B put your hands near the ears.The arms are straight, keeping the back straight1.D bends the arms until the chest touches the soil almost, ensuring that the back is straight1. and raise the chest again (see 1.c)  ol start= ""2"" li The body rotates the side so that the back is straight: the lower hand that supports the body is completely extensive and only the lower hand and the feet touch the floor /li li repeat,changing side every time to passage 2 /li /ol"
Flexions of the pike,Upper Body,Push,Arms,Bodyweight," Looking position:   dog facing down: your body should form a V -shape, with your back, arms and straight legs.Your hips should be in the air. Pubstally reach this position by walking with your hands back from a high plank.and the legs straight and approaching the head to the floor. /Ol"
Flexion of the neck,Upper Body,Pull,Back,Bodyweight,Unavailable
Rotation flexions,Upper Body,Push,Arms,Bodyweight,"O li Make a standard arms flex.Until the chest almost touches the floor, making sure the back is straight.inferior that holds the body is completely extended and only the lower extremities touch the ground /li li Repeat, changing side in step 2 again /li /l"
Pica push -ups,Upper Body,Push,Arms,Bodyweight," Fixed look position:   dog looking down: your body must make a V form, with your back, arms and legs straight.The hips must be in the air. You can reach this position walking with your hands back from a high plate.The back and legs straight and bringing the head to the ground.li ol start = ""3"" li Repeat the operation."
Pine flexion against the wall,Upper Body,Push,Shoulders,Bodyweight,Pine flexions against the wall (chest face to the wall).Progression of pine flexions.Ideal to gain strength in Deltoid
Lateral flexion,Core,Hold,Abs,Dumbbell,"With a weighing in one hand, we stretch the arm down, we flex the other arm resting the hand on the head.Now we wear our hands with the weight by turning the torso up and down"
Pike flexion,Upper Body,Push,Arms,Bodyweight," Starting position:   With a face facing down: Your body should make a V -shaped, with the back, arms and legs straight.Your hips should be upwards in the air. You can reach this position by walking with your hands back from a high board.to the side, keeping your back and legs straight and moving your head closer to the floor.Li Repeat. /li /LL"
Fist flexion with bar,Upper Body,Push,Arms,Bench,"Sitting on a bench, take a bar with your palms facing up and your hands apart on the width of your shoulders.Rest your forearms on your thighs and let your wrists hang over your knees.Run the movement by bowing your palms and wrists toward your face.

Take a break for a moment in the upper position and then slowly return the bar to the starting position."
Push ups,Upper Body,Push,Arms,Bodyweight," Home position:   Enter the starting position of flexion, with your hands and fingers touching the floor and back, arms and legs straight.To reach this position, you can lie on your stomach, put your hands turned down at the head and lift your arms until you are straight.Fold the elbows until your chest almost touches the floor, making sure your back are always straight. /li li Use your arms to return to the starting position.Li /LO"
